Date,Open,High,Low,Close,Volume,ticker
2016-04-08,1760.1821872357243,1768.169400790963,1737.2689170992162,1747.1031494140625,127143,BAJAJFINSV.NS
2016-04-11,1757.1869727221597,1803.4628666344322,1752.594349327586,1775.158203125,118708,BAJAJFINSV.NS
2016-04-12,1779.1519568929934,1785.1423675222627,1762.1791267767303,1775.70751953125,97783,BAJAJFINSV.NS
2016-04-13,1777.155201293361,1843.0497199930026,1764.1759779131287,1818.289306640625,109922,BAJAJFINSV.NS
2016-04-18,1809.1039241927433,1927.9137293687568,1809.1039241927433,1868.608642578125,117537,BAJAJFINSV.NS
2016-04-20,1881.9372683860904,1917.9296990469725,1872.1030358451444,1878.742431640625,179419,BAJAJFINSV.NS
2016-04-21,1878.7424513125302,1896.9632828451215,1822.0331844226548,1843.448974609375,71743,BAJAJFINSV.NS
2016-04-22,1847.0930921958814,1859.872560681042,1820.0862777771906,1844.547119140625,59294,BAJAJFINSV.NS
2016-04-25,1856.9273068690716,1857.0271226619157,1831.1186478458274,1838.207275390625,33965,BAJAJFINSV.NS
2016-04-26,1842.0511760681054,1874.9984328758276,1838.057569182321,1866.0128173828125,67973,BAJAJFINSV.NS
2016-04-27,1866.012912851888,1900.9070060515999,1846.0448774013594,1876.595947265625,46503,BAJAJFINSV.NS
2016-04-28,1876.396185282316,1902.9536462111657,1822.083108255707,1839.455322265625,123845,BAJAJFINSV.NS
2016-04-29,1839.055987791862,1880.8390758430355,1839.055987791862,1872.3526611328125,24965,BAJAJFINSV.NS
2016-05-02,1876.9951646722773,1951.8752909225009,1833.3650598605623,1937.7978515625,71807,BAJAJFINSV.NS
2016-05-03,1952.8238886246736,1986.8195175621934,1927.913813272661,1944.68701171875,70815,BAJAJFINSV.NS
2016-05-04,1919.0279399811607,1941.7915481648445,1889.9744740264773,1890.4237060546875,45069,BAJAJFINSV.NS
2016-05-05,1892.2708833824286,1928.9121788158534,1876.9453190371112,1885.032470703125,38210,BAJAJFINSV.NS
2016-05-06,1895.964910691506,1895.964910691506,1861.819619817763,1870.15625,35510,BAJAJFINSV.NS
2016-05-09,1873.0016280153425,1906.9972553549374,1867.0112176911996,1877.14501953125,49162,BAJAJFINSV.NS
2016-05-10,1886.979185396745,1892.8697797156174,1847.043117980941,1855.8291015625,31293,BAJAJFINSV.NS
2016-05-11,1837.0592491675322,1876.6957505217672,1837.0592491675322,1870.1063232421875,32839,BAJAJFINSV.NS
2016-05-12,1879.9904280833996,1933.90412065722,1879.9904280833996,1890.0244140625,103350,BAJAJFINSV.NS
2016-05-13,1890.0245620672413,1908.1954259408944,1859.1239534638257,1864.2657470703125,56017,BAJAJFINSV.NS
2016-05-16,1885.9810587009115,1885.9810587009115,1845.7454161627613,1854.9307861328125,42782,BAJAJFINSV.NS
2016-05-17,1855.0304641688917,1861.0208747098031,1835.0624290325206,1854.08203125,53875,BAJAJFINSV.NS
2016-05-18,1864.0161027353913,1870.8052835147228,1842.101232655782,1856.078857421875,44804,BAJAJFINSV.NS
2016-05-19,1857.0272510972795,1875.996884307413,1839.1558354347953,1850.4876708984375,32240,BAJAJFINSV.NS
2016-05-20,1851.036844698944,1868.009674450768,1787.1391326920764,1801.91552734375,48472,BAJAJFINSV.NS
