Date,Open,High,Low,Close,Volume,ticker
2016-04-08,512.7940541545183,513.5136380523871,506.7758370893288,508.389404296875,4195578,INFY.NS
2016-04-11,508.4111981462176,517.5475760243146,502.000423110301,516.3046875,5768678,INFY.NS
2016-04-12,514.8219972219762,521.1019204146004,513.993387002901,515.5633544921875,5842138,INFY.NS
2016-04-13,521.1236860714988,521.1236860714988,508.6510928182983,511.42034912109375,12511386,INFY.NS
2016-04-18,545.1313165008282,552.9376076002161,537.9355831230173,540.2033081054688,25015990,INFY.NS
2016-04-20,542.5146626217378,543.5830986614882,534.5775722923632,542.3402099609375,8072848,INFY.NS
2016-04-21,545.5673656783647,545.5673656783647,531.2195002504399,534.7955932617188,5441100,INFY.NS
2016-04-22,534.7956410284136,535.7550508386948,526.3787923177083,528.2322387695312,5143938,INFY.NS
2016-04-25,528.5811141048781,534.1414531447991,523.8057321646012,530.23828125,5364134,INFY.NS
2016-04-26,530.0638161083352,540.5739894971604,527.0765074200341,537.3468017578125,5846744,INFY.NS
2016-04-27,536.0602505806003,541.7950420405436,535.776824915873,540.8356323242188,4486208,INFY.NS
2016-04-28,536.8452904827155,540.5957830835091,526.3787697909323,527.31640625,12165168,INFY.NS
2016-04-29,528.3194006299657,533.5963139148523,525.5065445694069,526.8584594726562,5036410,INFY.NS
2016-05-02,527.6870540325127,528.18858543344,521.6470103834502,523.783935546875,3615250,INFY.NS
2016-05-03,524.5252059172074,528.6463762222045,511.0277795929045,513.6444091796875,6824810,INFY.NS
2016-05-04,515.0401474618852,520.2734089094234,510.52647011048117,518.4635620117188,5812842,INFY.NS
2016-05-05,521.2109628457334,522.8899566465852,515.0836655791607,520.033447265625,6302668,INFY.NS
2016-05-06,518.8778108927061,518.8778108927061,513.3174714933272,515.2581176757812,2596720,INFY.NS
2016-05-09,515.4761914797052,524.0020668715531,514.8656337361016,522.9118041992188,5123678,INFY.NS
2016-05-10,524.4163000095216,530.5871968479973,521.8432696783877,528.908203125,3395704,INFY.NS
