0
News Headline
मुंबई महानगरपालिकेने सादर केला ३९ हजार ३८ कोटी रुपयांचा अर्थसंकल्प
या पॉर्नस्टारकडून शेतकरी आंदोलनाचे समर्थन
ओटीटीवर रिलीज होणार आलिया भट्टचा ‘गंगूबाई काठियावाडी’!
राजकारणात सक्रीय झालेल्या अमित ठाकरेंच्या खांद्यावर नवी जबाबदारी
अनुसूचित जातीच्या विद्यार्थ्यांना ऑनलाईन उपस्थिती ग्राह्य धरून शिष्यवृत्ती – धनंजय मुंडे
‘बिग बॉस’चे वादग्रस्त स्पर्धक स्वामी ओम यांचे निधन
मुंबई पोलिसांकडून अर्णब गोस्वामी आणि त्यांच्या पत्नीविरोधात बदनामीचा दावा दाखल
पाणी समजून सॅनिटायझर प्यायले मुंबई मनपाचे सहआयुक्त
व्यंकय्या नायडूंनी एक दिवसासाठी केले ‘आप’च्या तीन खासदारांचे निलंबन
राकेश टिकैत यांचा मोदी सरकारला इशारा; आमच्या प्रमुख मागण्या मान्य केल्या नाही तर आम्ही मोठी ट्रॅक्टर रॅली काढू
शेतकरी आंदोलनाचे समर्थन करणाऱ्या रिहानाचा गुगलवर भारतीय शोधत आहेत धर्म
अॅमेझॉनच्या सीईओ पदावरुन जेफ बेझोस पायउतार
शेतकरी आंदोलनाचे पॉपस्टार रिहाना आणि ग्रेटा थनबर्गकडून समर्थन
एमपीएससीच्या प्रदीप कुमारांची मराठा आरक्षणविरोधी याचिकाप्रकरणी उचलबांगडी
बाल हक्क हा विषय शैक्षणिक अभ्यासक्रमाचा भाग होण्यासाठी प्रयत्न करणार – ॲड.यशोमती ठाकूर
"१६ फेब्रुवारीला नवी मुंबई, वसई- विरार व कोल्हापूर महानगरपालिकेच्या प्रारूप मतदार याद्यांची प्रसिद्धी"
अवकाळी पाऊस आणि वादळामुळे खराब झालेल्या कापसाच्या नुकसानीसंदर्भात चौकशी करा
वाहन चालविण्याची अनुज्ञप्ती आणि नूतनीकरण करताना वैद्यकीय प्रमाणपत्रासंदर्भात पारदर्शकता आवश्यक
पर्यटनाचे महाराष्ट्र हे ‘ग्रोथ इंजिन’- आदित्य ठाकरे
पायांच्या भेगा नाहीशा करण्यासाठी…
राष्ट्रीय पक्षी मोरासंबंधी कांही
केंद्रीय गृहमंत्रालयाकडून दिल्ली पोलीसांचे समर्थन; आंदोलक शेतकऱ्यांवरील कारवाई योग्यच
फडणवीस सरकारमधील एका नेत्यामुळे खूप त्रास झाला – डॉ. लहाने यांचे स्पष्टीकरण311
निलेश राणेंची संजय राऊत यांच्यावर एकेरी भाषेत टीका293
संसदेच्या दोन्ही सभागृहात विरोधकांचा कृषी कायद्यावरून गदारोळ; कामकाज तहकूब
ओम राऊत यांच्या ‘आदिपुरुष’च्या सेटला भीषण आग
